State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,severity,hour,month,day_enc,road_type_enc,weather_enc,road_cond_enc,lighting_enc,alcohol,num_vehicles,num_casualties,junction_enc,cause_enc,risk_score,latitude,longitude,highway,state_region
Gujarat,Surat,2022,January,Wednesday,21:10,Serious,4,Truck,6,1,Rainy,State Highway,Dry,Dawn,Signs,110,52,Male,Expired,Yes,Curve,2,21,1,2,1,3,1,1,1,4,6,0,0,4.55,32.48854,77.23609,NH22_Shimla_Manali,Himachal Pradesh
Goa,Unknown,2018,June,Sunday,16:22,Fatal,1,Truck,3,1,Stormy,Village Road,Under Construction,Dawn,Signs,94,39,Female,,Yes,Straight Road,3,16,6,6,3,4,2,1,1,1,3,0,0,4.24,26.79233,78.22199,NH44_Agra_Nagpur,Madhya Pradesh
Mizoram,Unknown,2023,August,Monday,11:24,Fatal,1,Cycle,9,1,Clear,Urban Road,Wet,Dark,Signs,100,28,Female,Valid,Yes,Curve,3,11,8,0,2,0,3,0,1,1,9,0,0,6.06,10.73601,76.25285,NH66_West_Coast,Maharashtra / Kerala
Uttarakhand,Unknown,2018,June,Thursday,22:37,Serious,4,Auto-Rickshaw,9,0,Rainy,Village Road,Dry,Dark,Police Checkpost,102,50,Female,Expired,Yes,Straight Road,2,22,6,3,3,3,1,0,1,4,9,0,0,4.55,23.45869,88.89109,NH52_Barasat_Guwahati,West Bengal / Assam
Madhya Pradesh,Unknown,2020,June,Tuesday,12:6,Serious,4,Cycle,10,2,Foggy,State Highway,Wet,Dark,Police Checkpost,97,42,Male,Valid,Yes,Curve,2,12,6,1,1,1,3,0,1,4,10,0,0,6.67,17.61812,78.53446,NH44_Nagpur_Hyderabad,Telangana
Meghalaya,Unknown,2022,October,Monday,11:32,Minor,5,Two-Wheeler,2,0,Stormy,Urban Road,Under Construction,Daylight,Police Checkpost,76,31,Female,Valid,Yes,Curve,1,11,10,0,2,4,2,2,1,5,2,0,0,1.82,12.89228,79.88396,NH44_Bangalore_Chennai,Tamil Nadu
Nagaland,Unknown,2020,July,Monday,6:13,Fatal,5,Auto-Rickshaw,5,0,Rainy,Urban Road,Under Construction,Dusk,,75,31,Female,Expired,Yes,Bridge,3,6,7,0,2,3,2,3,1,5,5,0,0,3.94,28.61973,77.2365,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Delhi,Dwarka,2021,January,Friday,5:0,Minor,3,Pedestrian,8,5,Stormy,Village Road,Dry,Dark,Signs,49,64,Male,Valid,Yes,Straight Road,1,5,1,4,3,4,1,0,1,3,8,0,0,8.18,22.53051,88.33986,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Delhi,Dwarka,2023,September,Saturday,14:20,Minor,3,Truck,10,0,Rainy,Urban Road,Dry,Dawn,Signals,113,65,Female,Expired,No,Straight Road,1,14,9,5,2,3,1,1,0,3,10,0,0,3.64,21.6604,69.61355,NH27_East_West,Rajasthan / MP / UP
Punjab,Unknown,2020,May,Friday,23:17,Minor,2,Pedestrian,10,0,Hazy,State Highway,Wet,Dusk,Signs,61,61,Male,,Yes,Straight Road,1,23,5,4,1,2,3,3,1,2,10,0,0,4.24,28.5134,77.26864,NH44_Delhi_Agra,Uttar Pradesh
Uttar Pradesh,Kanpur,2023,November,Wednesday,19:28,Minor,5,Truck,8,0,Rainy,Village Road,Wet,Dawn,,43,56,Male,,Yes,Straight Road,1,19,11,2,3,3,3,1,1,5,8,0,0,3.64,24.90289,83.83488,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Delhi,New Delhi,2020,July,Friday,21:15,Serious,1,Car,8,0,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,81,68,Male,Expired,Yes,Straight Road,2,21,7,4,2,0,2,3,1,1,8,0,0,4.24,20.14805,73.49422,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Madhya Pradesh,Unknown,2018,November,Friday,21:37,Fatal,2,Two-Wheeler,1,2,Hazy,State Highway,Wet,Dawn,Signs,41,38,Male,Valid,No,Intersection,3,21,11,4,1,2,3,1,0,2,1,0,0,3.94,25.26754,83.04799,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Maharashtra,Nagpur,2022,March,Sunday,6:30,Serious,2,Truck,10,3,Clear,National Highway,Damaged,Dusk,Police Checkpost,86,58,Male,Valid,No,Curve,2,6,3,6,0,0,0,3,0,2,10,0,0,6.97,27.66714,77.61599,NH44_Delhi_Agra,Uttar Pradesh
Assam,Unknown,2019,September,Tuesday,22:38,Serious,3,Bus,6,5,Rainy,State Highway,Dry,Daylight,Police Checkpost,42,69,Male,,Yes,Intersection,2,22,9,1,1,3,1,2,1,3,6,0,0,8.18,20.53246,78.9184,NH44_Nagpur_Hyderabad,Telangana
Jharkhand,Unknown,2022,January,Friday,18:51,Minor,5,Pedestrian,10,4,Stormy,Village Road,Damaged,Dawn,,86,19,Male,,No,Bridge,1,18,1,4,3,4,0,1,0,5,10,0,0,7.27,19.07111,72.92938,NH66_West_Coast,Maharashtra / Kerala
Tamil Nadu,Madurai,2023,October,Monday,3:27,Fatal,5,Pedestrian,5,5,Foggy,Village Road,Wet,Dusk,Signs,99,20,Male,Valid,No,Intersection,3,3,10,0,3,1,3,3,0,5,5,0,0,7.88,19.21071,78.58382,NH44_Nagpur_Hyderabad,Telangana
Punjab,Unknown,2020,January,Tuesday,1:14,Minor,4,Truck,10,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,89,58,Female,Expired,No,Straight Road,1,1,1,1,3,0,2,3,0,4,10,0,0,5.45,27.50088,78.22064,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Sikkim,Unknown,2020,January,Wednesday,17:33,Minor,1,Cycle,2,1,Stormy,State Highway,Under Construction,Daylight,Signs,89,54,Male,Expired,No,Straight Road,1,17,1,2,1,4,2,2,0,1,2,0,0,2.12,23.3966,86.1073,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Tamil Nadu,Madurai,2023,November,Saturday,5:54,Minor,1,Auto-Rickshaw,10,1,Clear,State Highway,Damaged,Daylight,Signals,31,64,Male,Valid,Yes,Bridge,1,5,11,5,1,0,0,2,1,1,10,0,0,5.15,24.20332,84.19311,NH30_Patna_Visakhapatnam,Chhattisgarh
Delhi,New Delhi,2020,January,Wednesday,10:56,Fatal,4,Car,1,1,Rainy,Village Road,Wet,Dusk,,75,69,Female,Valid,No,Intersection,3,10,1,2,3,3,3,3,0,4,1,0,0,3.03,27.39652,77.73985,NH44_Delhi_Agra,Uttar Pradesh
Meghalaya,Unknown,2019,October,Monday,19:31,Minor,3,Truck,10,0,Hazy,State Highway,Under Construction,Dawn,Signs,103,29,Female,Expired,No,Bridge,1,19,10,0,1,2,2,1,0,3,10,0,0,3.64,9.88238,77.52344,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Goa,Unknown,2023,September,Wednesday,15:22,Serious,4,Car,6,3,Rainy,National Highway,Damaged,Dusk,,113,64,Male,Valid,Yes,Intersection,2,15,9,2,0,3,0,3,1,4,6,0,0,6.36,22.61453,88.35469,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Punjab,Unknown,2021,February,Saturday,0:23,Fatal,4,Cycle,8,4,Hazy,Urban Road,Under Construction,Dusk,Signs,71,56,Male,Valid,No,Bridge,3,0,2,5,2,2,2,3,0,4,8,0,0,7.88,11.17,77.86849,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Arunachal Pradesh,Unknown,2018,December,Tuesday,11:57,Minor,2,Cycle,7,1,Rainy,Urban Road,Under Construction,Dusk,Signs,35,35,Female,Valid,Yes,Straight Road,1,11,12,1,2,3,2,3,1,2,7,0,0,4.24,27.39415,77.67362,NH44_Delhi_Agra,Uttar Pradesh
Uttarakhand,Unknown,2023,August,Thursday,12:40,Minor,5,Pedestrian,0,5,Clear,State Highway,Under Construction,Dark,Signs,79,43,Male,,No,Straight Road,1,12,8,3,1,0,2,0,0,5,0,0,0,5.15,19.01234,72.85599,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Mizoram,Unknown,2020,December,Tuesday,4:51,Fatal,3,Auto-Rickshaw,7,1,Hazy,State Highway,Damaged,Daylight,Police Checkpost,54,50,Female,Expired,Yes,Bridge,3,4,12,1,1,2,0,2,1,3,7,0,0,5.45,11.28039,77.92393,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Himachal Pradesh,Unknown,2023,December,Saturday,2:42,Fatal,2,Auto-Rickshaw,2,1,Clear,National Highway,Under Construction,Daylight,,86,24,Female,Expired,Yes,Intersection,3,2,12,5,0,0,2,2,1,2,2,0,0,3.94,28.27219,77.01878,NH48_Delhi_Mumbai,Rajasthan / Gujarat
West Bengal,Kolkata,2021,March,Saturday,4:35,Minor,4,Cycle,10,2,Hazy,Village Road,Dry,Daylight,,32,68,Male,Expired,Yes,Curve,1,4,3,5,3,2,1,2,1,4,10,0,0,6.06,27.00165,78.12972,NH44_Delhi_Agra,Uttar Pradesh
Nagaland,Unknown,2022,February,Monday,4:41,Minor,1,Cycle,8,0,Stormy,Urban Road,Damaged,Daylight,Signals,57,54,Male,Valid,Yes,Intersection,1,4,2,0,2,4,0,2,1,1,8,0,0,3.64,25.49842,89.87852,NH27_East_West,Rajasthan / MP / UP
Puducherry,Unknown,2023,December,Monday,12:51,Minor,3,Cycle,7,0,Rainy,National Highway,Wet,Daylight,Police Checkpost,104,64,Female,Expired,No,Curve,1,12,12,0,0,3,3,2,0,3,7,0,0,2.73,23.89301,79.15285,NH44_Agra_Nagpur,Madhya Pradesh
Andhra Pradesh,Visakhapatnam,2018,May,Tuesday,0:25,Minor,2,Bus,6,0,Foggy,Urban Road,Wet,Dark,,86,24,Female,,Yes,Straight Road,1,0,5,1,2,1,3,0,1,2,6,0,0,3.03,24.56457,73.67171,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Assam,Unknown,2018,April,Friday,15:50,Serious,3,Pedestrian,4,0,Clear,Village Road,Under Construction,Dusk,,119,70,Male,Valid,Yes,Bridge,2,15,4,4,3,0,2,3,1,3,4,0,0,3.03,23.00176,79.44664,NH44_Agra_Nagpur,Madhya Pradesh
Madhya Pradesh,Unknown,2022,January,Sunday,6:48,Serious,3,Cycle,3,1,Hazy,Village Road,Damaged,Dusk,Signals,110,24,Male,Valid,No,Straight Road,2,6,1,6,3,2,0,3,0,3,3,0,0,3.03,18.24503,80.89453,NH30_Patna_Visakhapatnam,Chhattisgarh
Himachal Pradesh,Unknown,2021,May,Saturday,0:14,Serious,5,Auto-Rickshaw,5,3,Clear,National Highway,Damaged,Dawn,Signals,99,27,Male,Valid,Yes,Bridge,2,0,5,5,0,0,0,1,1,5,5,0,0,6.06,23.44007,79.35739,NH44_Agra_Nagpur,Madhya Pradesh
Jharkhand,Unknown,2020,August,Tuesday,19:14,Minor,3,Truck,10,2,Rainy,Urban Road,Damaged,Dark,Signs,79,37,Male,,Yes,Intersection,1,19,8,1,2,3,0,0,1,3,10,0,0,6.06,26.20248,78.5131,NH44_Agra_Nagpur,Madhya Pradesh
Odisha,Unknown,2019,May,Sunday,10:35,Minor,5,Cycle,5,1,Hazy,State Highway,Dry,Dusk,Police Checkpost,45,56,Male,Expired,Yes,Bridge,1,10,5,6,1,2,1,3,1,5,5,0,0,3.64,24.88411,91.88785,NH27_East_West,Rajasthan / MP / UP
Odisha,Unknown,2018,January,Thursday,8:38,Fatal,4,Car,9,3,Rainy,State Highway,Damaged,Dawn,Signs,88,42,Female,,No,Bridge,3,8,1,3,1,3,0,1,0,4,9,0,0,7.27,25.46606,78.58933,NH44_Agra_Nagpur,Madhya Pradesh
Telangana,Unknown,2021,July,Wednesday,21:54,Serious,3,Auto-Rickshaw,2,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,76,23,Male,,No,Intersection,2,21,7,2,3,1,0,1,0,3,2,0,0,5.45,22.23866,83.00615,NH30_Patna_Visakhapatnam,Chhattisgarh
Tripura,Unknown,2021,April,Wednesday,1:39,Minor,3,Truck,7,5,Rainy,State Highway,Wet,Dark,Police Checkpost,81,58,Male,Expired,No,Straight Road,1,1,4,2,1,3,3,0,0,3,7,0,0,7.27,19.08002,72.92263,NH66_West_Coast,Maharashtra / Kerala
Goa,Unknown,2018,July,Tuesday,12:16,Fatal,1,Bus,1,1,Hazy,Urban Road,Damaged,Daylight,Police Checkpost,98,52,Male,Expired,Yes,Intersection,3,12,7,1,2,2,0,2,1,1,1,0,0,3.64,22.59366,88.40933,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Chhattisgarh,Unknown,2023,November,Thursday,11:52,Fatal,2,Car,3,3,Rainy,Urban Road,Under Construction,Dawn,,65,52,Male,Expired,Yes,Straight Road,3,11,11,3,2,3,2,1,1,2,3,0,0,6.06,27.72409,77.60092,NH44_Delhi_Agra,Uttar Pradesh
Punjab,Unknown,2019,August,Wednesday,11:43,Fatal,2,Pedestrian,0,3,Rainy,Village Road,Wet,Dark,Police Checkpost,108,33,Female,Valid,Yes,Curve,3,11,8,2,3,3,3,0,1,2,0,0,0,5.15,15.91614,74.02531,NH66_West_Coast,Maharashtra / Kerala
Uttar Pradesh,Lucknow,2022,October,Wednesday,4:58,Serious,3,Two-Wheeler,8,5,Rainy,Village Road,Under Construction,Dusk,,112,24,Male,Valid,No,Curve,2,4,10,2,3,3,2,3,0,3,8,0,0,8.18,19.06653,72.81136,NH66_West_Coast,Maharashtra / Kerala
Telangana,Unknown,2022,April,Sunday,19:7,Fatal,2,Cycle,0,3,Clear,Village Road,Damaged,Dusk,,118,25,Female,Valid,Yes,Straight Road,3,19,4,6,3,0,0,3,1,2,0,0,0,5.15,18.11113,78.51038,NH44_Nagpur_Hyderabad,Telangana
Nagaland,Unknown,2023,February,Thursday,4:25,Serious,1,Bus,9,5,Clear,State Highway,Dry,Dark,Signals,81,46,Male,Expired,Yes,Curve,2,4,2,3,1,0,1,0,1,1,9,0,0,9.09,29.58946,78.25736,NH58_Delhi_Badrinath,Uttarakhand
Kerala,Unknown,2019,January,Monday,17:2,Minor,4,Pedestrian,6,2,Stormy,Urban Road,Wet,Dusk,Signals,91,50,Female,,No,Bridge,1,17,1,0,2,4,3,3,0,4,6,0,0,4.24,12.83415,79.87799,NH44_Bangalore_Chennai,Tamil Nadu
Jammu and Kashmir,Unknown,2022,October,Tuesday,0:22,Serious,3,Bus,0,1,Rainy,Urban Road,Dry,Dusk,Signs,95,29,Male,Valid,No,Intersection,2,0,10,1,2,3,1,3,0,3,0,0,0,2.12,15.36846,74.16956,NH66_West_Coast,Maharashtra / Kerala
Himachal Pradesh,Unknown,2019,May,Tuesday,22:55,Fatal,1,Car,0,1,Rainy,State Highway,Damaged,Daylight,Signals,37,67,Female,Expired,No,Bridge,3,22,5,1,1,3,0,2,0,1,0,0,0,2.73,29.27778,78.01596,NH58_Delhi_Badrinath,Uttarakhand
Delhi,Rohini,2018,February,Tuesday,15:58,Serious,2,Bus,3,3,Rainy,Urban Road,Dry,Daylight,Signals,81,69,Female,Valid,No,Intersection,2,15,2,1,2,3,1,2,0,2,3,0,0,4.85,11.30384,77.85173,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Karnataka,Mangalore,2018,March,Friday,15:42,Fatal,4,Bus,2,2,Clear,State Highway,Damaged,Daylight,Signs,89,57,Female,Valid,No,Intersection,3,15,3,4,1,0,0,2,0,4,2,0,0,4.24,12.9178,74.87122,NH66_West_Coast,Maharashtra / Kerala
Karnataka,Mangalore,2019,August,Tuesday,5:26,Serious,2,Two-Wheeler,3,5,Clear,National Highway,Damaged,Dusk,Police Checkpost,76,47,Male,Valid,Yes,Intersection,2,5,8,1,0,0,0,3,1,2,3,0,0,7.27,25.43053,90.05156,NH52_Barasat_Guwahati,West Bengal / Assam
Madhya Pradesh,Unknown,2022,June,Monday,1:3,Minor,4,Car,7,3,Foggy,Urban Road,Dry,Dusk,Signals,32,69,Male,Expired,Yes,Bridge,1,1,6,0,2,1,1,3,1,4,7,0,0,6.06,17.27372,76.24327,NH9_Pune_Hyderabad,Maharashtra / Telangana
Manipur,Unknown,2021,November,Thursday,19:25,Fatal,5,Bus,6,1,Foggy,Village Road,Wet,Dark,Signals,104,38,Male,Valid,Yes,Intersection,3,19,11,3,3,1,3,0,1,5,6,0,0,5.15,12.02948,78.91901,NH44_Bangalore_Chennai,Tamil Nadu
Gujarat,Surat,2019,October,Friday,10:23,Serious,3,Pedestrian,4,0,Rainy,State Highway,Dry,Daylight,Signals,107,23,Female,Valid,Yes,Straight Road,2,10,10,4,1,3,1,2,1,3,4,0,0,3.03,8.26286,77.20725,NH66_West_Coast,Maharashtra / Kerala
Rajasthan,Jaipur,2018,October,Saturday,4:24,Minor,1,Bus,9,2,Rainy,Urban Road,Wet,Dusk,Signs,79,64,Male,Expired,No,Intersection,1,4,10,5,2,3,3,3,0,1,9,0,0,5.15,25.48238,78.55507,NH44_Agra_Nagpur,Madhya Pradesh
Tamil Nadu,Madurai,2021,April,Thursday,5:29,Minor,2,Auto-Rickshaw,1,5,Clear,National Highway,Under Construction,Dusk,Police Checkpost,84,30,Male,Valid,Yes,Intersection,1,5,4,3,0,0,2,3,1,2,1,0,0,6.06,19.24533,73.0557,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Karnataka,Mysore,2018,April,Saturday,6:45,Fatal,3,Car,0,3,Hazy,Urban Road,Dry,Dark,,98,54,Female,Valid,No,Straight Road,3,6,4,5,2,2,1,0,0,3,0,0,0,4.55,12.48066,74.71438,NH66_West_Coast,Maharashtra / Kerala
Arunachal Pradesh,Unknown,2021,January,Friday,2:56,Serious,3,Truck,1,4,Foggy,State Highway,Dry,Dark,Police Checkpost,51,21,Female,Expired,No,Intersection,2,2,1,4,1,1,1,0,0,3,1,0,0,5.15,24.28558,89.21708,NH52_Barasat_Guwahati,West Bengal / Assam
Uttarakhand,Unknown,2023,February,Saturday,12:5,Minor,2,Pedestrian,9,4,Stormy,Village Road,Wet,Dusk,,66,65,Male,,No,Curve,1,12,2,5,3,4,3,3,0,2,9,0,0,6.97,26.93963,75.7847,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Punjab,Unknown,2018,June,Saturday,3:58,Minor,1,Truck,8,1,Rainy,National Highway,Under Construction,Dusk,Signals,74,49,Male,,No,Bridge,1,3,6,5,0,3,2,3,0,1,8,0,0,3.94,28.25493,77.91862,NH19_Delhi_Kolkata,Uttar Pradesh / Bihar
Chhattisgarh,Unknown,2019,October,Tuesday,16:0,Fatal,5,Cycle,0,1,Clear,National Highway,Damaged,Daylight,Signals,33,37,Male,Valid,No,Intersection,3,16,10,1,0,0,0,2,0,5,0,0,0,2.73,15.87656,80.29689,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Sikkim,Unknown,2023,August,Sunday,7:19,Serious,4,Car,0,1,Stormy,State Highway,Wet,Dusk,Signs,59,23,Male,Expired,Yes,Intersection,2,7,8,6,1,4,3,3,1,4,0,0,0,2.73,29.25885,77.96924,NH58_Delhi_Badrinath,Uttarakhand
Chandigarh,Unknown,2022,December,Saturday,17:58,Serious,4,Auto-Rickshaw,7,2,Clear,Urban Road,Dry,Daylight,Police Checkpost,64,67,Male,Expired,No,Straight Road,2,17,12,5,2,0,1,2,0,4,7,0,0,5.15,21.89443,80.17161,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Delhi,Dwarka,2023,February,Tuesday,10:44,Fatal,5,Two-Wheeler,7,2,Rainy,Urban Road,Damaged,Dawn,Signals,62,25,Male,Valid,Yes,Bridge,3,10,2,1,2,3,0,1,1,5,7,0,0,6.36,14.47681,75.64654,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
West Bengal,Siliguri,2021,October,Sunday,3:52,Minor,1,Two-Wheeler,7,4,Hazy,National Highway,Wet,Daylight,Signals,51,54,Male,Valid,Yes,Intersection,1,3,10,6,0,2,3,2,1,1,7,0,0,6.97,23.0009,79.41111,NH44_Agra_Nagpur,Madhya Pradesh
Chhattisgarh,Unknown,2018,August,Thursday,7:49,Minor,4,Auto-Rickshaw,9,3,Clear,State Highway,Dry,Dark,Signals,40,36,Male,,No,Bridge,1,7,8,3,1,0,1,0,0,4,9,0,0,6.06,18.66516,84.22741,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Uttarakhand,Unknown,2018,August,Saturday,1:43,Minor,4,Pedestrian,1,4,Hazy,Village Road,Dry,Dawn,Police Checkpost,44,53,Female,Expired,No,Intersection,1,1,8,5,3,2,1,1,0,4,1,0,0,4.55,24.80868,82.49507,NH7_Varanasi_Kanyakumari,MP / Karnataka / TN
Maharashtra,Pune,2021,May,Saturday,19:55,Fatal,5,Auto-Rickshaw,9,4,Stormy,Urban Road,Dry,Dark,Signals,85,21,Male,Expired,Yes,Intersection,3,19,5,5,2,4,1,0,1,5,9,0,0,8.79,13.2275,77.44968,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Manipur,Unknown,2022,February,Wednesday,3:53,Fatal,3,Car,10,3,Foggy,National Highway,Under Construction,Daylight,Signs,114,18,Female,,No,Intersection,3,3,2,2,0,1,2,2,0,3,10,0,0,7.58,18.65903,84.23239,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Goa,Unknown,2020,March,Thursday,16:29,Fatal,2,Two-Wheeler,3,1,Foggy,State Highway,Dry,Dusk,Police Checkpost,81,42,Female,Expired,Yes,Curve,3,16,3,3,1,1,1,3,1,2,3,0,0,4.24,22.35683,72.28073,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Haryana,Unknown,2022,July,Sunday,5:35,Minor,3,Two-Wheeler,9,2,Hazy,State Highway,Under Construction,Dusk,,33,46,Male,Expired,Yes,Curve,1,5,7,6,1,2,2,3,1,3,9,0,0,5.76,16.13465,74.469,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Uttar Pradesh,Kanpur,2022,November,Friday,0:13,Fatal,1,Car,5,2,Stormy,State Highway,Damaged,Dusk,,72,53,Male,Valid,No,Intersection,3,0,11,4,1,4,0,3,0,1,5,0,0,5.15,19.01044,72.86627,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Jammu and Kashmir,Unknown,2020,March,Thursday,5:53,Minor,3,Truck,10,2,Rainy,State Highway,Damaged,Dark,Police Checkpost,112,54,Female,Valid,No,Bridge,1,5,3,3,1,3,0,0,0,3,10,0,0,5.45,27.02828,78.08748,NH44_Delhi_Agra,Uttar Pradesh
Assam,Unknown,2020,March,Thursday,7:38,Fatal,4,Two-Wheeler,9,3,Stormy,Village Road,Under Construction,Dusk,,38,58,Male,Valid,Yes,Intersection,3,7,3,3,3,4,2,3,1,4,9,0,0,7.88,13.59357,79.47382,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Nagaland,Unknown,2018,January,Thursday,13:18,Fatal,3,Auto-Rickshaw,1,3,Foggy,Village Road,Damaged,Dusk,Signs,44,65,Male,,No,Intersection,3,13,1,3,3,1,0,3,0,3,1,0,0,4.85,17.90924,74.84611,NH9_Pune_Hyderabad,Maharashtra / Telangana
Gujarat,Ahmedabad,2022,November,Wednesday,7:41,Minor,2,Bus,9,4,Rainy,National Highway,Damaged,Dawn,Police Checkpost,117,54,Female,Valid,No,Bridge,1,7,11,2,0,3,0,1,0,2,9,0,0,6.97,24.19208,84.19427,NH30_Patna_Visakhapatnam,Chhattisgarh
Uttar Pradesh,Varanasi,2023,July,Thursday,21:57,Minor,3,Two-Wheeler,4,5,Rainy,Urban Road,Wet,Daylight,Signs,44,24,Male,,Yes,Straight Road,1,21,7,3,2,3,3,2,1,3,4,0,0,6.97,17.70966,83.35371,NH16_Kolkata_Chennai,Odisha / Andhra Pradesh
Kerala,Unknown,2021,January,Thursday,0:49,Fatal,1,Truck,1,4,Clear,State Highway,Under Construction,Daylight,,106,41,Female,,Yes,Bridge,3,0,1,3,1,0,2,2,1,1,1,0,0,6.36,23.43465,83.86696,NH30_Patna_Visakhapatnam,Chhattisgarh
Jammu and Kashmir,Unknown,2020,May,Sunday,7:19,Serious,3,Cycle,3,1,Stormy,Urban Road,Wet,Dark,Police Checkpost,94,70,Female,,No,Bridge,2,7,5,6,2,4,3,0,0,3,3,0,0,3.03,20.17236,73.51732,NH48_Delhi_Mumbai,Rajasthan / Gujarat
Maharashtra,Nagpur,2023,August,Tuesday,4:9,Minor,1,Truck,1,2,Clear,National Highway,Wet,Dark,Police Checkpost,46,29,Male,Valid,Yes,Bridge,1,4,8,1,0,0,3,0,1,1,1,0,0,3.33,28.03452,77.30227,NH44_Delhi_Agra,Uttar Pradesh
Uttar Pradesh,Kanpur,2018,July,Tuesday,22:52,Fatal,3,Pedestrian,0,0,Stormy,National Highway,Dry,Dark,Signals,53,55,Male,Valid,Yes,Straight Road,3,22,7,1,0,4,1,0,1,3,0,0,0,2.42,24.52373,79.04893,NH44_Agra_Nagpur,Madhya Pradesh
Punjab,Unknown,2019,September,Sunday,17:29,Minor,1,Cycle,3,4,Stormy,State Highway,Damaged,Dawn,,36,51,Female,Expired,Yes,Intersection,1,17,9,6,1,4,0,1,1,1,3,0,0,5.76,27.13062,78.01123,NH44_Delhi_Agra,Uttar Pradesh
Rajasthan,Jodhpur,2020,May,Friday,4:44,Fatal,5,Truck,6,1,Foggy,Urban Road,Damaged,Dark,,113,58,Female,,No,Straight Road,3,4,5,4,2,1,0,0,0,5,6,0,0,4.55,14.82202,74.16522,NH66_West_Coast,Maharashtra / Kerala
Gujarat,Surat,2021,October,Sunday,22:53,Minor,5,Auto-Rickshaw,8,1,Hazy,Urban Road,Under Construction,Dusk,Police Checkpost,66,60,Female,Valid,Yes,Curve,1,22,10,6,2,2,2,3,1,5,8,0,0,4.55,22.27276,79.05587,NH44_Agra_Nagpur,Madhya Pradesh
Mizoram,Unknown,2020,November,Saturday,17:57,Minor,3,Bus,10,2,Foggy,State Highway,Under Construction,Dark,Signals,89,49,Female,Expired,No,Bridge,1,17,11,5,1,1,2,0,0,3,10,0,0,5.45,29.63374,78.25836,NH58_Delhi_Badrinath,Uttarakhand
Kerala,Unknown,2019,December,Tuesday,8:22,Fatal,2,Cycle,4,1,Hazy,State Highway,Under Construction,Dark,Signs,63,59,Male,,No,Straight Road,3,8,12,1,1,2,2,0,0,2,4,0,0,3.94,27.63382,77.61775,NH44_Delhi_Agra,Uttar Pradesh
Uttar Pradesh,Kanpur,2018,March,Saturday,8:51,Fatal,1,Cycle,7,5,Clear,Urban Road,Under Construction,Daylight,Signs,81,39,Male,Expired,No,Straight Road,3,8,3,5,2,0,2,2,0,1,7,0,0,8.48,22.28505,82.93869,NH30_Patna_Visakhapatnam,Chhattisgarh
Odisha,Unknown,2019,February,Wednesday,21:37,Fatal,1,Auto-Rickshaw,2,3,Hazy,National Highway,Damaged,Daylight,,37,64,Female,Valid,Yes,Bridge,3,21,2,2,0,2,0,2,1,1,2,0,0,5.76,28.3591,77.19693,NH44_Delhi_Agra,Uttar Pradesh
Uttarakhand,Unknown,2020,December,Friday,21:29,Fatal,3,Bus,6,0,Clear,Village Road,Damaged,Dark,Signs,39,54,Male,,No,Curve,3,21,12,4,3,0,0,0,0,3,6,0,0,3.64,16.65099,73.27328,NH48_Mumbai_Bangalore,Maharashtra / Karnataka
Maharashtra,Mumbai,2021,January,Sunday,10:25,Serious,2,Car,4,4,Foggy,Urban Road,Dry,Dusk,Signals,72,24,Female,Valid,Yes,Intersection,2,10,1,6,2,1,1,3,1,2,4,0,0,6.67,12.89336,79.84431,NH44_Bangalore_Chennai,Tamil Nadu
